checkpoint,use_ema,sampler,num_samples,batch_size,cfg_scale,timesteps,schedule_type,prediction_type,ddim_steps,ddim_eta,clip_x0,pretrained_inception,real_split,fid,inception_score_mean,inception_score_std,seconds_total,seconds_per_sample,seed
checkpoints/cifar10_unet_ddpm_strong_500ep.pt,False,ddim,1000,64,2.5,1000,linear,epsilon,250,0.0,False,True,train,84.02464779628747,3.282202959060669,0.17322033643722534,559.2452828884125,0.5592452828884125,42
