checkpoint,use_ema,sampler,num_samples,batch_size,cfg_scale,timesteps,schedule_type,prediction_type,ddim_steps,ddim_eta,clip_x0,pretrained_inception,real_split,fid,inception_score_mean,inception_score_std,seconds_total,seconds_per_sample,seed
checkpoints/cifar10_unet_ddpm_cosine_vpred_500ep.pt,False,ddim,5000,64,2.5,1000,cosine,v_prediction,250,0.0,False,True,train,13.372233962966902,5.285801887512207,0.14455679059028625,1520.6893947124481,0.3041378789424896,42
