step,epoch,loss,lr
189,1,1.82468832,2.85e-06
190,1,1.81128263,2.88e-06
191,1,1.85275149,2.88e-06
192,1,1.84059751,2.91e-06
193,1,1.79629993,2.91e-06
194,1,1.81427741,2.94e-06
195,1,1.78961158,2.94e-06
196,1,1.80717969,2.97e-06
197,1,1.80003774,2.97e-06
198,1,1.76346672,3e-06
199,1,1.83073461,3e-06
200,1,1.80327177,3.03e-06
201,1,1.80350959,3.03e-06
202,1,1.83131433,3.06e-06
203,1,1.81525135,3.06e-06
204,1,1.78934002,3.09e-06
205,1,1.80999827,3.09e-06
206,1,1.75892198,3.12e-06
207,1,1.74415016,3.12e-06
208,1,1.77900767,3.15e-06
209,1,1.78155088,3.15e-06
210,1,1.79212940,3.18e-06
211,1,1.76359069,3.18e-06
212,1,1.78184962,3.21e-06
213,1,1.75963712,3.21e-06
214,1,1.74146736,3.24e-06
215,1,1.73009181,3.24e-06
216,1,1.76896513,3.27e-06
217,1,1.79249799,3.27e-06
218,1,1.75524521,3.3e-06
219,1,1.74857306,3.3e-06
220,1,1.74665141,3.33e-06
221,1,1.74886835,3.33e-06
222,1,1.78358364,3.36e-06
223,1,1.75473869,3.36e-06
224,1,1.73062646,3.39e-06
225,1,1.70143390,3.39e-06
226,1,1.68807352,3.42e-06
227,1,1.76726103,3.42e-06
228,1,1.72659683,3.45e-06
229,1,1.71066928,3.45e-06
230,1,1.68690491,3.48e-06
231,1,1.77410960,3.48e-06
232,1,1.70846248,3.51e-06
233,1,1.67518497,3.51e-06
234,1,1.69178677,3.54e-06
235,1,1.71723688,3.54e-06
236,1,1.71113718,3.57e-06
237,1,1.76877570,3.57e-06
238,1,1.71329391,3.6e-06
239,1,1.69440246,3.6e-06
240,1,1.66047800,3.63e-06
241,1,1.65471840,3.63e-06
242,1,1.71626925,3.66e-06
243,1,1.70500350,3.66e-06
244,1,1.67600536,3.69e-06
245,1,1.66912746,3.69e-06
246,1,1.72371697,3.72e-06
247,1,1.66967368,3.72e-06
248,1,1.71819377,3.75e-06
249,1,1.69331861,3.75e-06
250,1,1.67976642,3.78e-06
251,1,1.63103890,3.78e-06
252,1,1.66077733,3.81e-06
253,1,1.61534584,3.81e-06
254,1,1.67093539,3.84e-06
255,1,1.69478357,3.84e-06
256,1,1.70202136,3.87e-06
257,1,1.65454602,3.87e-06
258,1,1.66196871,3.9e-06
259,1,1.62206268,3.9e-06
260,1,1.67307210,3.93e-06
261,1,1.59785199,3.93e-06
262,1,1.64313030,3.96e-06
263,1,1.67215669,3.96e-06
264,1,1.61715686,3.99e-06
265,1,1.62898540,3.99e-06
266,1,1.66507697,4.02e-06
