step,epoch,loss,lr
10156,21,0.18679520,5.925e-06
10157,21,0.17619377,5.925e-06
10158,21,0.20428985,6e-06
10159,21,0.20785229,6e-06
10160,21,0.20256874,6.075e-06
10161,21,0.20863988,6.075e-06
10162,21,0.18636671,6.15e-06
10163,21,0.20460585,6.15e-06
10164,21,0.18401469,6.225e-06
10165,21,0.20629318,6.225e-06
10166,21,0.18618090,6.3e-06
10167,21,0.20096432,6.3e-06
10168,21,0.20808019,6.375e-06
10169,21,0.23544332,6.375e-06
10170,21,0.19224103,6.45e-06
10171,21,0.18212564,6.45e-06
10172,21,0.19006769,6.525e-06
10173,21,0.19224945,6.525e-06
10174,21,0.18206379,6.6e-06
10175,21,0.21495874,6.6e-06
10176,21,0.20451361,6.675e-06
10177,21,0.21276061,6.675e-06
10178,21,0.20063931,6.75e-06
10179,21,0.22522041,6.75e-06
10180,21,0.19701621,6.825e-06
10181,21,0.19560714,6.825e-06
10182,21,0.19286108,6.9e-06
10183,21,0.19217572,6.9e-06
10184,21,0.19728263,6.975e-06
10185,21,0.19751534,6.975e-06
10186,21,0.19446778,7.05e-06
10187,21,0.19077849,7.05e-06
10188,21,0.18355529,7.125e-06
10189,21,0.18811710,7.125e-06
10190,21,0.17366955,7.2e-06
10191,21,0.18706925,7.2e-06
10192,21,0.20028055,7.275e-06
10193,21,0.20211527,7.275e-06
10194,21,0.20647679,7.35e-06
10195,21,0.18238482,7.35e-06
10196,21,0.19286413,7.425e-06
10197,21,0.18534251,7.425e-06
10198,21,0.19462363,7.5e-06
10199,21,0.18666604,7.5e-06
10200,21,0.18086144,7.575e-06
10201,21,0.19806199,7.575e-06
10202,21,0.21180309,7.65e-06
10203,21,0.22090991,7.65e-06
10204,21,0.18947537,7.725e-06
10205,21,0.19123167,7.725e-06
10206,21,0.21449371,7.8e-06
10207,21,0.21521755,7.8e-06
10208,21,0.18588157,7.875e-06
10209,21,0.18916936,7.875e-06
10210,21,0.20016138,7.95e-06
10211,21,0.20279984,7.95e-06
10212,21,0.19102676,8.025e-06
10213,21,0.20252806,8.025e-06
10214,21,0.19294854,8.1e-06
10215,21,0.18393146,8.1e-06
10216,21,0.19722250,8.175e-06
10217,21,0.20687106,8.175e-06
10218,21,0.19001901,8.25e-06
10219,21,0.19950910,8.25e-06
10220,21,0.19484155,8.325e-06
10221,21,0.19013417,8.325e-06
10222,21,0.18789239,8.4e-06
10223,21,0.19723113,8.4e-06
10224,21,0.19180281,8.475e-06
10225,21,0.19917689,8.475e-06
10226,21,0.19961336,8.55e-06
10227,21,0.21265481,8.55e-06
10228,21,0.19967641,8.625e-06
10229,21,0.20265333,8.625e-06
10230,21,0.21867748,8.7e-06
10231,21,0.18709318,8.7e-06
10232,21,0.19996825,8.775e-06
10233,21,0.19579901,8.775e-06
10234,21,0.18318895,8.85e-06
10235,21,0.20192128,8.85e-06
10236,21,0.18632680,8.925e-06
10237,21,0.21288158,8.925e-06
10238,21,0.20279329,9e-06
10239,21,0.18295351,9e-06
10240,21,0.18780954,9.075e-06
10241,21,0.17725661,9.075e-06
10242,21,0.18013874,9.15e-06
10243,21,0.20696405,9.15e-06
10244,21,0.22024046,9.225e-06
10245,21,0.18571360,9.225e-06
10246,21,0.21517968,9.3e-06
10247,21,0.20468308,9.3e-06
10248,21,0.19883990,9.375e-06
10249,21,0.18758805,9.375e-06
10250,21,0.18664019,9.45e-06
10251,21,0.19585964,9.45e-06
10252,21,0.21066482,9.525e-06
10253,21,0.20344195,9.525e-06
10254,21,0.19404016,9.6e-06
10255,21,0.17134519,9.6e-06
10256,21,0.20168631,9.675e-06
10257,21,0.19575959,9.675e-06
10258,21,0.21663655,9.75e-06
10259,21,0.21033044,9.75e-06
10260,21,0.20285714,9.825e-06
10261,21,0.20543732,9.825e-06
10262,21,0.18426445,9.9e-06
10263,21,0.20355694,9.9e-06
10264,21,0.20547332,9.975e-06
10265,21,0.17568591,9.975e-06
10266,21,0.19123358,1.005e-05
10267,21,0.19483717,1.005e-05
10268,21,0.19136365,1.0125e-05
10269,21,0.20711279,1.0125e-05
10270,21,0.19319375,1.02e-05
10271,21,0.18590076,1.02e-05
10272,21,0.20690680,1.0275e-05
10273,21,0.19083017,1.0275e-05
10274,21,0.20637615,1.035e-05
10275,21,0.19611295,1.035e-05
10276,21,0.21706039,1.0425e-05
10277,21,0.19422397,1.0425e-05
10278,21,0.20251828,1.05e-05
10279,21,0.20435591,1.05e-05
10280,21,0.21931370,1.0575e-05
10281,21,0.19560698,1.0575e-05
10282,21,0.18405625,1.065e-05
10283,21,0.18985818,1.065e-05
10284,21,0.21150173,1.0725e-05
10285,21,0.18845852,1.0725e-05
10286,21,0.21212927,1.08e-05
10287,21,0.20778537,1.08e-05
10288,21,0.19609199,1.0875e-05
10289,21,0.20555955,1.0875e-05
10290,21,0.18913908,1.095e-05
10291,21,0.19011578,1.095e-05
10292,21,0.18781601,1.1025e-05
10293,21,0.21199949,1.1025e-05
10294,21,0.18685904,1.11e-05
10295,21,0.20697366,1.11e-05
10296,21,0.16704875,1.1175e-05
10297,21,0.18929079,1.1175e-05
10298,21,0.20181188,1.125e-05
10299,21,0.18282127,1.125e-05
10300,21,0.20369469,1.1325e-05
10301,21,0.18517859,1.1325e-05
10302,21,0.20950587,1.14e-05
10303,21,0.20760782,1.14e-05
10304,21,0.21477485,1.1475e-05
10305,21,0.18229301,1.1475e-05
10306,21,0.18346488,1.155e-05
10307,21,0.19696599,1.155e-05
10308,21,0.20076492,1.1625e-05
10309,21,0.19406679,1.1625e-05
10310,21,0.17909047,1.17e-05
10311,21,0.21328102,1.17e-05
10312,21,0.18845530,1.1775e-05
10313,21,0.20163575,1.1775e-05
10314,21,0.21947435,1.185e-05
10315,21,0.18133985,1.185e-05
10316,21,0.18961464,1.1925e-05
10317,21,0.19311996,1.1925e-05
10318,21,0.19276732,1.2e-05
10319,21,0.19965225,1.2e-05
10320,21,0.19268745,1.2075e-05
10321,21,0.18478294,1.2075e-05
10322,21,0.18845929,1.215e-05
10323,21,0.21318032,1.215e-05
10324,21,0.19437379,1.2225e-05
10325,21,0.19762971,1.2225e-05
10326,21,0.19903408,1.23e-05
10327,21,0.17615263,1.23e-05
10328,21,0.21781652,1.2375e-05
10329,21,0.20474911,1.2375e-05
10330,21,0.20700857,1.245e-05
10331,21,0.19004913,1.245e-05
10332,21,0.21520530,1.2525e-05
10333,21,0.17898126,1.2525e-05
10334,21,0.20270538,1.26e-05
10335,21,0.19294217,1.26e-05
10336,21,0.19867490,1.2675e-05
10337,21,0.19779153,1.2675e-05
10338,21,0.20052004,1.275e-05
10339,21,0.20196488,1.275e-05
10340,21,0.22082718,1.2825e-05
10341,21,0.17881843,1.2825e-05
10342,21,0.19505978,1.29e-05
10343,21,0.21785855,1.29e-05
10344,21,0.20481400,1.2975e-05
10345,21,0.18087336,1.2975e-05
10346,21,0.19934794,1.305e-05
10347,21,0.17144935,1.305e-05
10348,21,0.20257322,1.3125e-05
10349,21,0.19501384,1.3125e-05
10350,21,0.20778908,1.32e-05
10351,21,0.19316345,1.32e-05
10352,21,0.19286326,1.3275e-05
10353,21,0.18160030,1.3275e-05
10354,21,0.19790582,1.335e-05
10355,21,0.17924802,1.335e-05
10356,21,0.19869246,1.3425e-05
10357,21,0.18888681,1.3425e-05
10358,21,0.18369195,1.35e-05
10359,21,0.20003234,1.35e-05
10360,21,0.20428708,1.3575e-05
10361,21,0.20459856,1.3575e-05
10362,21,0.18777479,1.365e-05
10363,21,0.19709221,1.365e-05
10364,21,0.18510154,1.3725e-05
10365,21,0.21156044,1.3725e-05
10366,21,0.19341294,1.38e-05
10367,21,0.19448948,1.38e-05
10368,21,0.21607752,1.3875e-05
10369,21,0.19840458,1.3875e-05
10370,21,0.19078098,1.395e-05
10371,21,0.18761338,1.395e-05
10372,21,0.19190355,1.4025e-05
10373,21,0.20051858,1.4025e-05
10374,21,0.20526344,1.41e-05
10375,21,0.20400764,1.41e-05
10376,21,0.20239373,1.4175e-05
10377,21,0.18409967,1.4175e-05
